序号,汉字,拼音,首次学期,年级,册,组词,网络核对,来源
1140,堆,dui,二下,2,下,一堆、土堆、堆积,缺,本地识字表文件(部编版)
1141,认,ren,二下,2,下,认识、认出、认真,缺,本地识字表文件(部编版)
1142,破,po,二下,2,下,打破、破开、破旧,缺,本地识字表文件(部编版)
1143,漏,lou,二下,2,下,漏水、沙漏、漏气,在,本地识字表文件(部编版)
1144,懊,ao,二下,2,下,懊悔、懊恼、懊丧,缺,本地识字表文件(部编版)
1145,丧,sang,二下,2,下,丧气、沮丧、丧失,缺,本地识字表文件(部编版)
1146,猬,wei,二下,2,下,刺猬、猬毛、猬集,缺,本地识字表文件(部编版)
1147,绚,xuan,二下,2,下,绚丽、绚烂、绚丽多彩,缺,本地识字表文件(部编版)
1148,礼,li,二下,2,下,礼物、礼花、行礼,缺,本地识字表文件(部编版)
1149,邓,deng,二下,2,下,邓小平、邓世昌、邓州,缺,本地识字表文件(部编版)
1150,坛,tan,二下,2,下,花坛、天坛、坛子,缺,本地识字表文件(部编版)
1151,龄,ling,二下,2,下,年龄、学龄、同龄,缺,本地识字表文件(部编版)
1152,格,ge,二下,2,下,格子、性格、风格,缺,本地识字表文件(部编版)
1153,致,zhi,二下,2,下,一致、兴致、致电,在,本地识字表文件(部编版)
1154,勃,bo,二下,2,下,蓬勃、勃发、勃然,缺,本地识字表文件(部编版)
1155,挖,wa,二下,2,下,挖洞、挖开、挖土,缺,本地识字表文件(部编版)
1156,选,xuan,二下,2,下,选择、选出、选手,缺,本地识字表文件(部编版)
1157,茁,zhuo,二下,2,下,茁壮、茁长、茁实,缺,本地识字表文件(部编版)
1158,移,yi,二下,2,下,移动、移开、平移,缺,本地识字表文件(部编版)
1159,挥,hui,二下,2,下,挥手、挥动、指挥,缺,本地识字表文件(部编版)
1160,填,tian,二下,2,下,填空、填表、填海,缺,本地识字表文件(部编版)
1161,扶,fu,二下,2,下,扶手、扶助、扶持,缺,本地识字表文件(部编版)
1162,亭,ting,二下,2,下,亭子、报亭、亭台,缺,本地识字表文件(部编版)
1163,咨,zi,二下,2,下,咨询、咨询员、咨文,缺,本地识字表文件(部编版)
1164,询,xun,二下,2,下,询问、查询、咨询,缺,本地识字表文件(部编版)
1165,剧,ju,二下,2,下,剧场、剧本、剧情,缺,本地识字表文件(部编版)
1166,管,guan,二下,2,下,管子、水管、管家,缺,本地识字表文件(部编版)
1167,理,li,二下,2,下,理发、地理、道理,在,本地识字表文件(部编版)
1168,塔,ta,二下,2,下,高塔、白塔、水塔,缺,本地识字表文件(部编版)
1169,餐,can,二下,2,下,用餐、中餐、餐车,缺,本地识字表文件(部编版)
1170,厅,ting,二下,2,下,客厅、大厅、餐厅、门厅,缺,本地识字表文件(部编版)
1171,曾,ceng,二下,2,下,曾经、不曾、曾孙,缺,本地识字表文件(部编版)
1172,蒙,meng,二下,2,下,蒙面、蒙住、蒙蒙,缺,本地识字表文件(部编版)
1173,泞,ning,二下,2,下,泥泞、泞泥、泞滑、污泞,缺,本地识字表文件(部编版)
1174,顺,shun,二下,2,下,顺心、顺手、顺水,缺,本地识字表文件(部编版)
1175,迈,mai,二下,2,下,迈步、迈进、豪迈,缺,本地识字表文件(部编版)
1176,踏,ta,二下,2,下,踏青、踏实、踏上,缺,本地识字表文件(部编版)
1177,荆,jing,二下,2,下,紫荆、荆州、荆条,缺,本地识字表文件(部编版)
1178,棘,ji,二下,2,下,荆棘、棘手、沙棘,缺,本地识字表文件(部编版)
1179,瓣,ban,二下,2,下,花瓣、豆瓣、蒜瓣,在,本地识字表文件(部编版)
1180,莹,ying,二下,2,下,晶莹、清莹、绿莹莹,缺,本地识字表文件(部编版)
1181,觅,mi,二下,2,下,觅食、寻觅、觅取,缺,本地识字表文件(部编版)
1182,需,xu,二下,2,下,需要、急需、所需,缺,本地识字表文件(部编版)
1183,献,xian,二下,2,下,献花、献出、贡献,缺,本地识字表文件(部编版)
1184,糕,gao,二下,2,下,蛋糕、年糕、雪糕、糕点,缺,本地识字表文件(部编版)
1185,特,te,二下,2,下,特长、特地、特点,缺,本地识字表文件(部编版)
1186,嘛,ma,二下,2,下,干嘛、喇嘛、喇嘛庙、好嘛,缺,本地识字表文件(部编版)
1187,买,mai,二下,2,下,买单、买好、买回,缺,本地识字表文件(部编版)
1188,粉,fen,二下,2,下,面粉、花粉、粉红,缺,本地识字表文件(部编版)
1189,糖,tang,二下,2,下,白糖、红糖、糖水,缺,本地识字表文件(部编版)
1190,蔗,zhe,二下,2,下,甘蔗、蔗糖、蔗农、蔗渣,缺,本地识字表文件(部编版)
1191,汁,zhi,二下,2,下,果汁、豆汁、汁水,缺,本地识字表文件(部编版)
1192,熬,ao,二下,2,下,熬夜、熬药、煎熬,缺,本地识字表文件(部编版)
1193,算,suan,二下,2,下,打算、心算、算数,缺,本地识字表文件(部编版)
1194,销,xiao,二下,2,下,开销、花销、销路,缺,本地识字表文件(部编版)
1195,劳,lao,二下,2,下,劳动、勤劳、劳心,缺,本地识字表文件(部编版)
1196,确,que,二下,2,下,正确、确实、确定,在,本地识字表文件(部编版)
1197,应,ying,二下,2,下,应该、应当、应有,在,本地识字表文件(部编版)
1198,郊,jiao,二下,2,下,郊游、郊外、郊区,缺,本地识字表文件(部编版)
1199,泛,fan,二下,2,下,广泛、泛起、泛舟,在,本地识字表文件(部编版)
1200,波,bo,二下,2,下,波浪、水波、波动,缺,本地识字表文件(部编版)
1201,纹,wen,二下,2,下,花纹、水纹、纹路,缺,本地识字表文件(部编版)
1202,葱,cong,二下,2,下,大葱、洋葱、葱花,缺,本地识字表文件(部编版)
1203,软,ruan,二下,2,下,柔软、心软、软化,缺,本地识字表文件(部编版)
1204,毯,tan,二下,2,下,毯子、毛毯、地毯、电热毯,缺,本地识字表文件(部编版)
1205,异,yi,二下,2,下,奇异、异国、异地,在,本地识字表文件(部编版)
1206,恋,lian,二下,2,下,恋家、留恋、依恋,缺,本地识字表文件(部编版)
1207,舍,she,二下,2,下,舍得、不舍、舍身,在,本地识字表文件(部编版)
1208,求,qiu,二下,2,下,请求、求学、求教,缺,本地识字表文件(部编版)
1209,株,zhu,二下,2,下,植株、株距、残株,在,本地识字表文件(部编版)
1210,拾,shi,二下,2,下,收拾、拾取、重拾,缺,本地识字表文件(部编版)
1211,骑,qi,二下,2,下,骑车、骑马、骑手,在,本地识字表文件(部编版)
1212,跨,kua,二下,2,下,跨上、跨过、跨步,在,本地识字表文件(部编版)
1213,程,cheng,二下,2,下,工程、日程、行程,缺,本地识字表文件(部编版)
1214,魔,mo,二下,2,下,魔法、魔力、魔术,缺,本地识字表文件(部编版)
1215,术,shu,二下,2,下,美术、手术、算术,在,本地识字表文件(部编版)
1216,建,jian,二下,2,下,建筑、建设、建国,在,本地识字表文件(部编版)
1217,筑,zhu,二下,2,下,建筑、修筑、筑巢,缺,本地识字表文件(部编版)
1218,演,yan,二下,2,下,演出、表演、主演,缺,本地识字表文件(部编版)
1219,营,ying,二下,2,下,营养、营地、夏令营,缺,本地识字表文件(部编版)
1220,务,wu,二下,2,下,家务、义务、事务,在,本地识字表文件(部编版)
1221,判,pan,二下,2,下,判断、判定、判别,缺,本地识字表文件(部编版)
1222,饲,si,二下,2,下,饲养、饲料、饲喂,缺,本地识字表文件(部编版)
1223,养,yang,二下,2,下,养花、喂养、养大,缺,本地识字表文件(部编版)
1224,州,zhou,二下,2,下,神州、州长、广州,缺,本地识字表文件(部编版)
1225,华,hua,二下,2,下,中华、华山、华人,缺,本地识字表文件(部编版)
1226,涌,yong,二下,2,下,涌出、涌现、涌入,缺,本地识字表文件(部编版)
1227,峰,feng,二下,2,下,山峰、高峰、主峰,缺,本地识字表文件(部编版)
1228,耸,song,二下,2,下,高耸、耸立、耸肩,缺,本地识字表文件(部编版)
1229,隔,ge,二下,2,下,隔壁、隔开、隔天,缺,本地识字表文件(部编版)
1230,峡,xia,二下,2,下,峡谷、海峡、三峡,缺,本地识字表文件(部编版)
1231,与,yu,二下,2,下,参与、给与、与其,缺,本地识字表文件(部编版)
1232,陆,lu,二下,2,下,陆地、大陆、陆上,缺,本地识字表文件(部编版)
1233,各,ge,二下,2,下,各位、各自、各地,缺,本地识字表文件(部编版)
1234,谊,yi,二下,2,下,友谊、情谊、联谊,缺,本地识字表文件(部编版)
1235,浓,nong,二下,2,下,浓香、浓密、浓厚,缺,本地识字表文件(部编版)
1236,齐,qi,二下,2,下,整齐、齐心、一齐,缺,本地识字表文件(部编版)
1237,奋,fen,二下,2,下,兴奋、奋斗、奋发,缺,本地识字表文件(部编版)
1238,繁,fan,二下,2,下,繁星、繁华、繁花,缺,本地识字表文件(部编版)
1239,统,tong,二下,2,下,统一、传统、统管,缺,本地识字表文件(部编版)
1240,贴,tie,二下,2,下,贴心、体贴、贴花,缺,本地识字表文件(部编版)
1241,宵,xiao,二下,2,下,元宵、夜宵、通宵,缺,本地识字表文件(部编版)
1242,巷,xiang,二下,2,下,小巷、巷子、街巷,缺,本地识字表文件(部编版)
1243,祭,ji,二下,2,下,祭品、祭文、公祭、祭奠,缺,本地识字表文件(部编版)
1244,舟,zhou,二下,2,下,龙舟、神舟、舟船,缺,本地识字表文件(部编版)
1245,艾,ai,二下,2,下,艾草、艾条、艾青,缺,本地识字表文件(部编版)
1246,堂,tang,二下,2,下,课堂、学堂、天堂,缺,本地识字表文件(部编版)
1247,乞,qi,二下,2,下,乞巧、乞求、乞讨,缺,本地识字表文件(部编版)
1248,巧,qiao,二下,2,下,巧手、巧合、灵巧,在,本地识字表文件(部编版)
1249,郎,lang,二下,2,下,牛郎、新郎、郎中,缺,本地识字表文件(部编版)
1250,饼,bing,二下,2,下,月饼、饼干、油饼,缺,本地识字表文件(部编版)
1251,赏,shang,二下,2,下,赏月、欣赏、赏光,在,本地识字表文件(部编版)
1252,菊,ju,二下,2,下,菊花、黄菊、秋菊,缺,本地识字表文件(部编版)
1253,甲,jia,二下,2,下,指甲、马甲、甲虫,缺,本地识字表文件(部编版)
1254,骨,gu,二下,2,下,骨头、骨气、头骨,在,本地识字表文件(部编版)
1255,珍,zhen,二下,2,下,珍爱、珍宝、珍奇,缺,本地识字表文件(部编版)
1256,饰,shi,二下,2,下,装饰、头饰、饰品,缺,本地识字表文件(部编版)
1257,品,pin,二下,2,下,物品、小品、品行,缺,本地识字表文件(部编版)
1258,随,sui,二下,2,下,随手、随风、随地,在,本地识字表文件(部编版)
1259,易,yi,二下,2,下,容易、不易、平易,缺,本地识字表文件(部编版)
1260,损,sun,二下,2,下,损失、受损、损人,缺,本地识字表文件(部编版)
1261,币,bi,二下,2,下,金币、货币、古币,缺,本地识字表文件(部编版)
1262,财,cai,二下,2,下,财物、发财、理财,缺,本地识字表文件(部编版)
1263,赚,zhuan,二下,2,下,赚钱、赚取、赚得、赚回来,缺,本地识字表文件(部编版)
1264,赔,pei,二下,2,下,赔礼、赔钱、赔本,缺,本地识字表文件(部编版)
1265,购,gou,二下,2,下,购物、网购、购得、订购,缺,本地识字表文件(部编版)
1266,贫,pin,二下,2,下,贫苦、清贫、贫血,缺,本地识字表文件(部编版)
1267,菠,bo,二下,2,下,菠菜、菠萝、菠萝蜜、菠萝包,缺,本地识字表文件(部编版)
1268,煎,jian,二下,2,下,煎蛋、煎饼、煎饺,缺,本地识字表文件(部编版)
1269,腐,fu,二下,2,下,豆腐、腐乳、防腐,缺,本地识字表文件(部编版)
1270,茄,jia,二下,2,下,茄子、番茄、烧茄子,缺,本地识字表文件(部编版)
1271,烤,kao,二下,2,下,烧烤、烤肉、烤鸡、烤火,缺,本地识字表文件(部编版)
1272,煮,zhu,二下,2,下,煮饭、煮熟、煮蛋,缺,本地识字表文件(部编版)
1273,爆,bao,二下,2,下,爆发、爆炸、爆米花,缺,本地识字表文件(部编版)
1274,炖,dun,二下,2,下,炖肉、清炖、炖锅、炖煮,缺,本地识字表文件(部编版)
1275,蘑,mo,二下,2,下,蘑菇、口蘑、蘑菇汤、蘑菇云,在,本地识字表文件(部编版)
1276,菇,gu,二下,2,下,香菇、平菇、草菇、菌菇,在,本地识字表文件(部编版)
1277,蒸,zheng,二下,2,下,蒸汽、蒸发、蒸笼,缺,本地识字表文件(部编版)
1278,饺,jiao,二下,2,下,饺子、水饺、蒸饺、虾饺,缺,本地识字表文件(部编版)
1279,酱,jiang,二下,2,下,酱油、果酱、肉酱,缺,本地识字表文件(部编版)
1280,粥,zhou,二下,2,下,八宝粥、腊八粥、米粥,缺,本地识字表文件(部编版)
1281,蛋,dan,二下,2,下,蛋黄、下蛋、蛋白,缺,本地识字表文件(部编版)
1282,津,jin,二下,2,下,天津、生津、点津,缺,本地识字表文件(部编版)
1283,溜,liu,二下,2,下,溜冰、溜走、溜达,缺,本地识字表文件(部编版)
1284,辣,la,二下,2,下,辣椒、辣子、火辣,缺,本地识字表文件(部编版)
1285,乎,hu,二下,2,下,在乎、合乎、热乎,缺,本地识字表文件(部编版)
1286,喷,pen,二下,2,下,喷出、喷香、喷火,在,本地识字表文件(部编版)
1287,腻,ni,二下,2,下,细腻、油腻、解腻,缺,本地识字表文件(部编版)
1288,绵,mian,二下,2,下,海绵、连绵、绵长,缺,本地识字表文件(部编版)
1289,脆,cui,二下,2,下,清脆、干脆、脆弱,缺,本地识字表文件(部编版)
1290,邦,bang,二下,2,下,邻邦、邦国、安邦,缺,本地识字表文件(部编版)
1291,盒,he,二下,2,下,盒子、纸盒、盒饭、饭盒,缺,本地识字表文件(部编版)
1292,聊,liao,二下,2,下,聊天、闲聊、无聊,缺,本地识字表文件(部编版)
1293,坪,ping,二下,2,下,草坪、操坪、停机坪、坪山,缺,本地识字表文件(部编版)
1294,郁,yu,二下,2,下,郁金香、郁郁葱葱、阴郁,缺,本地识字表文件(部编版)
1295,囱,cong,二下,2,下,烟囱、深海烟囱、囱门、前囱,缺,本地识字表文件(部编版)
1296,般,ban,二下,2,下,一般、百般、这般,缺,本地识字表文件(部编版)
1297,精,jing,二下,2,下,精心、精力、精神,缺,本地识字表文件(部编版)
1298,叮,ding,二下,2,下,叮当、叮嘱、叮咚,缺,本地识字表文件(部编版)
1299,咛,ning,二下,2,下,叮咛、千叮万咛、叮咛嘱咐、叮叮咛咛,缺,本地识字表文件(部编版)
1300,渡,du,二下,2,下,渡河、渡口、过渡,缺,本地识字表文件(部编版)
1301,荫,yin,二下,2,下,树荫、绿荫、荫凉,缺,本地识字表文件(部编版)
1302,蔽,bi,二下,2,下,遮蔽、隐蔽、掩蔽,缺,本地识字表文件(部编版)
1303,撑,cheng,二下,2,下,撑开、撑船、撑腰,缺,本地识字表文件(部编版)
1304,便,bian,二下,2,下,便利、便车、大便,在,本地识字表文件(部编版)
1305,母,mu,二下,2,下,母亲、母爱、水母,缺,本地识字表文件(部编版)
1306,冈,gang,二下,2,下,山冈、冈峦、冈岭,缺,本地识字表文件(部编版)
1307,懂,dong,二下,2,下,懂事、懂得、看懂,缺,本地识字表文件(部编版)
1308,案,an,二下,2,下,答案、方案、案子,缺,本地识字表文件(部编版)
1309,堡,bao,二下,2,下,城堡、古堡、沙堡、汉堡,缺,本地识字表文件(部编版)
1310,插,cha,二下,2,下,插头、插花、插上,缺,本地识字表文件(部编版)
1311,凶,xiong,二下,2,下,凶恶、凶狠、凶猛,在,本地识字表文件(部编版)
1312,狠,hen,二下,2,下,狠心、凶狠、狠狠,缺,本地识字表文件(部编版)
1313,补,bu,二下,2,下,补充、补语、补发,缺,本地识字表文件(部编版)
1314,充,chong,二下,2,下,充气、充分、充电,缺,本地识字表文件(部编版)
1315,商,shang,二下,2,下,商店、商人、商量,缺,本地识字表文件(部编版)
1316,驾,jia,二下,2,下,驾车、驾驶、驾照,缺,本地识字表文件(部编版)
1317,驳,bo,二下,2,下,反驳、驳回、斑驳,缺,本地识字表文件(部编版)
1318,药,yao,二下,2,下,药水、中药、西药,缺,本地识字表文件(部编版)
1319,赞,zan,二下,2,下,赞成、点赞、赞美,缺,本地识字表文件(部编版)
1320,合,he,二下,2,下,合作、合家、合理,缺,本地识字表文件(部编版)
1321,坚,jian,二下,2,下,坚定、坚强、坚果,在,本地识字表文件(部编版)
1322,持,chi,二下,2,下,坚持、保持、主持,在,本地识字表文件(部编版)
1323,记,ji,二下,2,下,日记、记性、记事,缺,本地识字表文件(部编版)
1324,屁,pi,二下,2,下,放屁、马屁、屁话,缺,本地识字表文件(部编版)
